Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Operations,Actual,11709478
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Operations,Budget,12505438
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Operations,Original Budget,12505438
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Payroll,Actual,13865350
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Payroll,Budget,17478175
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils",Teaching Services Commission,Payroll,Original Budget,17478175
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils","OtherAuthority, Boards & Councils",Operations,Actual,22359514
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils","OtherAuthority, Boards & Councils",Operations,Budget,22933840
2004,Ministry of Education & Training,Director General Directorate,"Boards, Commissions & Councils","OtherAuthority, Boards & Councils",Operations,Original Budget,22933840
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Operations,Actual,10304957
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Operations,Budget,2400000
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Operations,Original Budget,2400000
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Payroll,Actual,22527887
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Payroll,Budget,17456782
2004,Ministry of Internal Affairs,Internal Affairs Cabinet,Cabinet Support,Portfolio Management,Payroll,Original Budget,17456782
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Operations,Actual,193373060
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Operations,Budget,202000000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Operations,Original Budget,202000000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Payroll,Actual,12950465
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Payroll,Budget,13707331
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Provinces,Payroll,Original Budget,13707331
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Municipalities,Operations,Actual,4750000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Municipalities,Operations,Budget,4750000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Grants to Municipalities,Operations,Original Budget,4750000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Operations,Actual,8656006
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Operations,Budget,7994430
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Operations,Original Budget,7994430
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Payroll,Actual,16468866
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Payroll,Budget,18374790
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Administration of Regional Services,Payroll,Original Budget,18374790
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Operations,Actual,4925421
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Operations,Budget,7000000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Operations,Original Budget,7000000
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Payroll,Actual,4441367
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Payroll,Budget,3792501
2004,Ministry of Internal Affairs,Department of Provincial Affairs,Decentralisation Services,Disaster Management,Payroll,Original Budget,3792501
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Operations,Actual,64531701
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Operations,Budget,56395000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Operations,Original Budget,56395000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Payroll,Actual,67465443
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Payroll,Budget,66435474
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Joint Command and Control,Payroll,Original Budget,66435474
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Operations,Actual,5863890
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Operations,Budget,6950000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Operations,Original Budget,6950000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Payroll,Actual,167262408
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Payroll,Budget,163102107
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Northern,Payroll,Original Budget,163102107
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Operations,Actual,30306914
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Operations,Budget,39330000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Operations,Original Budget,39330000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Payroll,Actual,149430124
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Payroll,Budget,145643204
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Central,Payroll,Original Budget,145643204
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Operations,Actual,4683279
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Operations,Budget,6600000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Operations,Original Budget,6600000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Payroll,Actual,24124970
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Payroll,Budget,26979438
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Police District Southern,Payroll,Original Budget,26979438
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Actual,3470834
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Budget,12320000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Original Budget,12320000
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Actual,19587623
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Budget,18451631
2004,Ministry of Internal Affairs,Vanuatu Police Force,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Original Budget,18451631
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Actual,3494975
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Budget,2597126
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Operations,Original Budget,2597126
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Actual,23482295
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Budget,24687824
2004,Ministry of Internal Affairs,Department of Immigration,Internal Security and Border Control,Vanuatu Mobile Force,Payroll,Original Budget,24687824
